Tahun Kelahiran,Kelas Pekerjaan,fnlwgt,Pendidikan,Jenjang Pendidikan,Status,Pekerjaan,Hubungan,Etnis,sex,pendapatan,pengeluaran,hours per week,Asal Negara,jumlah_anak,income,no_income
1990,2,221324,4,4,0,7,1,2,0,0,0,40,38,0,0,0
1997,2,168827,8,7,0,5,5,1,1,0,0,2,38,0,0,0
1989,2,248010,8,7,1,9,1,1,1,0,0,40,38,3,0,0
1970,5,332243,3,3,1,4,4,1,1,0,0,40,38,3,0,0
1961,2,383058,8,7,1,5,4,1,1,0,1848,40,38,1,1,0
1986,2,200818,11,9,1,2,4,1,1,0,0,40,38,1,1,0
1990,5,175856,5,6,0,9,0,1,1,0,0,40,38,0,0,0
1987,2,195189,5,6,3,12,1,2,0,0,0,40,38,3,0,0
2001,2,398904,8,7,1,2,3,1,0,0,0,40,38,3,0,0
1984,2,279679,5,6,3,1,0,1,1,0,0,45,38,3,0,0
2001,2,177087,3,3,0,4,1,2,1,0,0,35,38,0,0,0
1996,2,175710,8,7,1,1,3,1,0,0,0,40,38,1,1,0
2006,2,89478,5,6,0,5,5,1,0,0,0,20,38,0,0,0
1998,2,155213,8,7,0,2,0,1,1,0,0,48,38,0,0,0
2007,2,145258,3,3,0,2,2,1,0,0,0,25,38,0,0,0
2005,2,183532,5,6,0,8,5,1,1,0,0,25,38,0,0,0
1979,2,88500,5,6,1,7,4,1,1,0,0,44,38,2,1,0
1996,2,173649,4,4,0,12,5,2,0,0,0,40,38,0,0,0
1992,2,123291,3,3,1,7,4,1,1,0,0,40,38,2,0,0
2004,2,201799,5,6,0,5,5,1,0,0,0,13,38,0,0,0
1977,2,216734,8,7,3,5,1,1,0,0,0,50,38,1,0,0
1966,2,172618,11,9,1,2,4,1,1,0,0,45,38,1,1,0
1985,5,472166,5,6,3,1,1,2,0,0,0,40,38,1,0,0
2001,5,283499,4,4,0,11,5,1,1,0,0,40,38,0,0,0
1977,2,212120,8,7,1,1,4,1,1,0,0,45,38,0,1,0
2000,2,309055,5,6,0,5,0,1,0,0,0,15,38,0,0,0
1957,5,261203,2,2,1,6,4,1,1,0,0,35,38,0,0,0
1968,4,211804,8,7,1,5,4,1,1,15024,0,50,38,3,1,0
1976,4,136878,4,4,1,9,4,1,1,0,0,60,38,0,1,0
1949,4,128224,1,1,1,9,4,1,1,0,0,25,38,0,0,0
1980,2,151504,5,6,1,5,4,1,1,0,0,50,38,2,0,0
1986,5,248919,4,4,1,6,4,1,1,0,2051,40,38,1,0,0
1969,2,148590,3,3,2,9,1,2,0,0,0,40,38,0,0,0
1964,2,31577,7,5,1,3,4,1,1,0,0,40,38,2,0,0
1984,4,45054,5,6,1,6,4,1,1,0,0,40,38,0,1,0
1980,2,190532,9,8,0,2,0,1,0,0,0,55,38,0,0,0
1955,4,107850,9,8,1,1,4,1,1,6514,0,40,38,0,1,0
1977,3,242391,11,9,1,2,4,1,1,15024,0,40,38,2,1,0
1987,5,397877,8,7,1,4,4,1,1,0,0,40,38,2,1,0
1990,2,141118,8,7,1,2,0,1,0,0,0,35,38,2,0,0
1974,2,156008,3,3,1,2,5,2,0,0,0,40,38,1,0,0
1986,2,99388,6,5,1,12,4,1,1,0,0,40,7,3,0,0
1974,2,146429,4,4,1,9,4,1,1,0,0,40,38,1,0,0
1969,2,193895,4,4,3,9,0,1,0,0,0,40,8,1,0,0
1992,2,90969,7,5,1,6,4,1,1,0,0,45,38,1,1,0
1988,2,133655,4,4,1,4,1,1,0,0,0,40,38,2,0,0
1995,5,33798,5,6,3,4,5,1,1,0,0,20,38,1,0,0
1987,2,415500,5,6,1,7,4,2,1,0,0,40,38,0,1,0
1991,2,1161363,5,6,4,3,1,1,0,0,0,50,3,0,0,0
1978,2,162030,4,4,2,4,1,1,0,0,0,43,38,3,0,0
1987,5,89491,9,8,3,1,0,1,0,0,0,40,38,0,0,0
1976,2,245948,4,4,0,7,0,2,0,2174,0,40,38,0,0,0
2003,2,121889,5,6,0,5,5,2,0,0,0,20,38,0,0,0
1972,2,113094,8,7,4,4,1,1,0,0,1092,40,38,0,0,0
1990,2,295922,5,6,0,7,0,1,1,0,0,40,8,0,1,0
1972,2,117674,8,7,0,2,0,1,1,0,0,38,38,0,0,0
1978,2,184883,2,2,1,7,3,1,0,0,0,40,38,3,0,0
1999,2,113035,5,6,0,1,5,1,1,0,0,40,38,0,0,0
1993,5,78291,8,7,0,2,0,1,0,0,0,40,38,0,0,0
1976,2,202117,3,3,3,12,0,1,0,0,0,34,38,2,0,0
1968,2,198388,4,4,3,4,0,1,0,0,0,40,38,0,0,0
1980,4,165815,4,4,1,6,4,1,1,0,0,96,38,1,0,0
1985,2,91367,9,8,1,1,4,1,1,0,1848,45,38,0,1,0
2003,5,99199,4,4,0,4,5,1,1,0,0,36,38,0,0,0
1972,4,210736,8,7,1,5,4,1,1,0,0,60,38,1,0,0
2005,2,274657,1,1,0,12,0,1,1,0,0,50,12,0,0,0
2004,2,200061,5,6,0,12,5,1,0,0,0,40,12,0,0,0
2003,2,307315,5,6,0,4,1,1,1,0,0,40,38,0,0,0
1978,2,273771,8,7,1,5,4,1,1,99999,0,40,38,2,1,0
1985,2,52978,5,6,3,12,0,1,0,0,1721,55,38,2,0,0
1971,2,156612,3,3,3,6,0,1,0,0,0,40,38,2,0,0
2000,2,194096,4,4,0,2,5,1,0,0,0,45,38,0,0,0
1983,2,206878,4,4,3,12,1,1,0,0,0,32,38,1,0,0
1996,2,213276,4,4,1,1,4,1,1,0,0,50,38,2,0,0
1961,3,111306,2,2,2,10,1,1,0,0,0,10,38,2,0,0
1965,2,189664,5,6,1,5,4,1,1,0,0,40,38,1,0,0
1992,2,257043,4,4,0,4,0,1,0,0,0,42,38,0,0,0
2005,2,229431,5,6,0,2,5,1,1,0,0,11,38,0,0,0
1990,2,245173,4,4,3,5,0,1,1,0,1669,45,38,1,0,0
1993,2,209101,11,9,1,2,4,1,1,0,0,25,38,2,1,0
1980,4,138991,5,6,1,1,4,1,1,0,0,50,38,3,1,0
1992,2,180871,7,5,3,5,0,1,1,0,0,50,38,0,1,0
1988,5,110791,6,5,4,4,1,1,0,0,0,40,38,2,0,0
2001,5,442359,8,7,0,2,0,1,0,0,1092,40,38,0,0,0
1997,2,114158,7,5,0,4,5,1,0,0,0,35,38,0,0,0
2002,2,50058,5,6,0,4,0,1,0,0,0,35,38,0,0,0
2004,2,61777,5,6,1,5,4,1,1,0,0,30,38,3,0,0
1994,5,44566,8,7,1,2,4,1,1,0,0,40,38,3,0,0
2001,2,131275,4,4,0,9,5,4,1,0,0,40,38,0,0,0
1999,2,114483,5,6,1,1,4,1,1,0,0,50,38,3,0,0
1966,2,104333,5,6,1,9,4,1,1,0,0,40,38,0,1,0
1963,2,120933,5,6,0,13,0,1,0,0,0,40,38,0,0,0
1976,2,265295,8,7,1,1,4,1,1,0,0,40,38,1,1,0
1973,4,162943,11,9,1,2,4,1,1,0,0,40,38,2,1,0
2005,2,167149,5,6,0,5,5,1,0,0,0,25,38,0,0,0
1967,2,437727,9,8,1,2,4,1,1,0,1977,45,38,1,1,0
1971,2,123011,4,4,3,6,0,1,1,0,0,40,38,3,1,0
1981,5,325706,11,9,1,2,4,3,1,0,0,50,17,3,1,0
2000,2,199444,8,7,0,1,5,1,0,0,0,15,38,0,0,0
2000,2,235894,4,4,1,9,4,1,1,0,0,38,38,3,0,0
1986,2,193026,4,4,0,12,1,1,1,0,1408,40,38,0,0,0
1976,2,232145,4,4,3,7,0,1,1,0,0,40,38,2,0,0
1979,5,224474,8,7,3,2,1,1,0,4934,0,50,38,0,1,0
1992,2,230484,2,2,4,5,1,1,0,0,0,35,38,1,0,0
2006,2,135315,2,2,0,5,5,5,0,0,0,32,38,0,0,0
1966,2,180980,5,6,3,12,1,1,0,0,0,42,9,3,0,0
1981,2,172577,5,6,3,4,0,1,0,0,0,44,38,2,0,0
1972,2,61735,3,3,1,12,4,1,1,0,0,40,38,2,0,0
1997,2,183511,4,4,1,8,4,1,1,0,0,40,38,0,0,0
1951,2,153127,5,6,2,13,1,1,0,0,0,10,38,2,0,0
1997,2,193122,4,4,1,7,4,1,1,0,0,40,38,1,0,0
1998,2,322547,8,7,0,2,0,1,0,0,0,45,38,0,0,0
1967,2,237691,4,4,1,12,4,1,1,0,0,40,24,0,0,0
1996,2,191935,6,5,0,5,5,1,1,0,0,20,38,0,0,0
1988,2,250791,4,4,1,8,4,1,1,0,0,48,38,1,0,0
1989,2,225330,8,7,0,4,0,1,0,0,0,40,38,0,0,0
1981,5,143828,9,8,3,2,1,2,0,9562,0,40,38,1,1,0
1984,2,75363,5,6,4,1,1,1,0,0,0,40,38,3,0,0
1996,5,341709,4,4,0,9,0,1,1,0,0,40,38,0,0,0
1982,2,284758,4,4,3,1,1,1,0,0,0,40,38,2,0,0
1990,2,609789,4,4,1,12,4,1,1,0,0,30,38,1,0,0
1992,2,269182,5,6,4,3,1,2,0,3887,0,40,38,1,0,0
1991,2,578701,8,7,1,1,4,2,1,0,0,40,38,0,0,0
2004,2,309580,4,4,0,4,5,1,1,0,0,40,38,0,0,0
1989,2,182898,4,4,0,4,0,1,1,8614,0,40,38,0,1,0
1995,2,133625,4,4,1,8,4,2,1,0,0,40,38,3,0,0
1949,2,314209,7,5,2,4,0,1,0,0,0,20,3,2,0,0
1972,2,91048,4,4,3,7,5,2,0,0,0,35,38,2,0,0
1953,2,180117,3,3,1,7,4,1,1,0,0,40,38,1,0,0
1979,2,20534,5,6,1,7,4,1,1,0,0,84,38,3,1,0
1975,2,114797,8,7,3,1,1,2,0,0,0,40,38,0,0,0
1995,2,240738,4,4,1,2,4,1,1,0,0,40,38,1,1,0
1990,2,238376,1,1,1,9,4,1,1,0,0,40,24,3,0,0
2003,2,206861,5,6,0,5,5,1,1,0,0,20,24,0,0,0
1995,2,116613,8,7,0,4,5,1,0,0,0,40,30,0,0,0
1999,2,257562,2,2,1,9,4,1,1,0,0,40,24,2,0,0
2001,2,65481,4,4,1,7,3,1,0,0,0,40,38,3,1,0
1982,2,124692,9,8,1,1,4,1,1,0,0,40,38,3,1,0
1979,3,182677,4,4,1,9,0,3,1,0,0,40,35,0,0,0
2002,2,60331,5,6,1,12,4,1,1,0,0,35,38,0,0,0
1993,5,224234,4,4,1,6,4,2,1,0,0,40,38,2,0,0
1979,2,233511,8,7,1,1,4,1,1,0,1977,60,38,2,1,0
1997,2,84977,4,4,1,9,4,1,1,0,0,40,38,2,0,0
2003,2,33831,4,4,0,4,1,1,0,0,0,40,38,0,0,0
1951,3,177387,4,4,1,1,4,1,1,0,0,40,38,2,0,0
1956,3,146645,10,10,1,1,4,1,1,20051,0,50,38,1,1,0
1991,2,190511,4,4,0,9,0,1,1,0,0,30,38,0,0,0
2001,2,136824,5,6,0,12,5,1,1,0,0,20,38,0,0,0
1989,2,115792,8,7,1,2,4,1,1,0,0,55,38,1,0,0
1995,2,144259,8,7,1,8,4,2,1,4386,0,80,38,1,1,0
1997,2,401723,4,4,0,4,0,2,0,0,0,40,38,0,0,0
1966,5,139290,8,7,1,4,4,1,1,0,0,40,38,1,1,0
1997,2,220748,4,4,0,8,2,2,1,0,0,48,38,0,0,0
1997,2,50295,5,6,1,6,4,1,1,0,0,48,38,0,0,0
2001,2,225724,5,6,0,2,5,1,0,0,0,25,38,0,0,0
1995,2,427965,8,7,0,4,0,2,0,0,0,40,38,0,0,0
2003,2,138575,4,4,0,4,2,1,1,0,0,60,38,0,0,0
1989,2,306678,4,4,1,7,4,1,1,2885,0,40,38,1,0,0
2000,5,184216,5,6,0,4,5,1,0,0,0,40,38,0,0,0
1989,2,218955,8,7,1,5,4,1,1,0,0,40,38,1,0,0
1965,3,73411,11,9,1,10,4,1,1,0,0,30,38,2,0,0
1991,2,598802,5,6,3,4,1,2,0,0,0,40,38,2,0,0
1987,2,31368,5,6,1,9,4,1,1,0,0,40,38,3,0,0
1977,2,198223,5,6,1,1,4,1,1,0,0,40,38,2,0,0
1966,2,33350,4,4,3,12,1,1,0,0,0,35,38,0,0,0
1983,2,182303,5,6,1,5,4,1,1,0,0,50,38,1,1,0
1975,5,199378,4,4,1,11,4,1,1,0,0,40,38,2,0,0
1977,5,204377,5,6,0,12,5,1,0,0,0,20,38,0,0,0
1982,3,64632,4,4,1,1,4,1,1,0,0,50,38,3,0,0
1991,2,209317,2,2,0,12,0,1,1,0,0,45,7,0,0,0
1967,2,133126,5,6,0,9,0,2,0,0,0,40,38,0,0,0
1995,5,132412,8,7,0,8,5,1,1,0,0,40,38,0,0,0
1996,2,90915,8,7,1,3,1,2,0,0,0,40,38,3,0,0
1976,2,50402,5,6,3,7,1,1,1,0,0,40,38,2,0,0
1983,2,171546,8,7,1,3,4,1,1,0,0,45,38,0,1,0
1999,2,130397,3,3,0,10,1,4,1,0,0,40,38,0,0,0
1997,2,221166,2,2,0,10,5,1,1,0,0,40,38,0,0,0
1947,4,192230,5,6,1,1,4,1,1,0,0,40,38,2,0,0
1997,2,188171,3,3,0,4,5,1,1,0,0,60,38,0,0,0
1982,2,282062,2,2,1,6,4,1,1,0,0,40,38,2,0,0
1989,2,171327,4,4,1,9,4,1,1,0,0,40,38,0,0,0
1980,2,100584,4,4,1,7,4,4,1,0,0,40,38,3,0,0
1973,4,96062,6,5,1,5,4,1,1,0,0,60,38,1,0,0
2006,5,152171,3,3,0,11,5,1,1,0,0,10,38,0,0,0
1991,4,374905,4,4,1,5,4,1,1,0,0,50,38,3,1,0
1978,2,423222,5,6,1,9,4,1,1,3103,0,60,38,1,1,0
1996,2,219267,4,4,0,12,1,1,0,0,0,28,38,0,0,0
1986,2,153066,9,8,3,1,0,1,1,0,0,45,38,3,1,0
1973,3,103257,11,9,1,2,4,1,1,0,0,40,38,3,0,0
1987,2,154210,5,6,1,9,4,3,1,0,0,40,15,2,0,0
1980,3,104196,4,4,1,1,4,1,1,0,0,84,38,0,0,0
2002,2,195179,5,6,0,5,5,1,1,0,0,24,38,0,0,0
1982,2,227466,4,4,0,12,2,2,1,0,0,40,38,0,0,0
1961,2,264968,8,7,0,4,0,1,1,0,0,40,38,0,0,0
1970,2,156003,4,4,1,9,4,1,1,0,0,40,38,0,0,0
2004,2,205975,4,4,0,4,5,1,0,0,0,20,38,0,0,0
1956,2,208478,9,8,1,2,4,1,1,0,0,18,38,1,0,0
1993,5,351141,4,4,1,3,4,1,1,0,0,40,38,0,0,0
1997,2,157612,8,7,0,2,0,1,0,0,0,55,38,0,0,0
1967,5,132717,8,7,1,1,4,1,1,0,0,45,38,3,0,0
1996,2,54042,7,5,0,12,0,1,0,2463,0,35,38,0,0,0
1976,4,481987,3,3,1,1,4,1,1,0,0,40,38,2,0,0
1993,2,248178,5,6,1,12,4,2,1,0,0,35,38,1,0,0
1978,5,341762,8,7,1,2,4,1,1,7688,0,45,38,0,1,0
1988,2,255454,4,4,0,9,5,2,1,0,0,30,38,0,0,0
1995,2,239753,4,4,1,4,3,1,0,0,2057,20,38,2,0,0
1996,2,204734,5,6,1,3,3,1,0,0,0,40,38,3,0,0
1954,5,88638,9,8,0,2,1,1,0,7896,0,50,38,0,1,0
1981,2,233130,5,6,0,4,0,1,1,0,0,25,38,0,0,0
1990,2,93834,4,4,4,4,5,1,0,0,0,8,38,0,0,0
1969,2,139843,4,4,3,1,0,1,0,0,0,60,38,3,0,0
1967,2,173580,5,6,2,7,1,1,0,0,0,40,38,0,0,0
1984,2,201495,3,3,0,6,5,1,1,0,0,35,38,0,0,0
1979,2,187730,8,7,0,2,5,1,1,0,0,40,38,0,0,0
1976,5,327886,10,10,3,2,5,1,1,0,0,50,38,3,1,0
1973,5,96190,5,6,1,4,3,1,0,0,0,40,38,2,0,0
1957,2,94610,9,8,1,5,4,1,1,0,0,30,38,1,1,0
1964,2,225883,5,6,2,5,1,1,0,0,0,27,38,1,0,0
1986,5,161463,5,6,1,12,4,2,1,0,0,40,38,0,0,0
1959,2,264188,4,4,2,5,0,1,0,0,0,24,38,1,0,0
2000,2,274398,5,6,0,4,5,2,0,0,0,20,38,0,0,0
2004,2,266467,4,4,0,12,5,1,1,0,0,25,38,0,0,0
1989,2,146091,5,6,0,4,0,1,0,0,0,40,38,0,0,0
1981,2,193672,4,4,1,7,4,1,1,0,0,40,38,0,0,0
2003,2,30039,5,6,0,2,5,1,1,0,0,40,38,0,0,0
1956,2,140282,2,2,1,2,4,1,1,0,0,8,38,3,0,0
1967,2,171242,3,3,1,9,0,1,1,0,0,40,1,1,0,0
2004,2,174714,5,6,0,2,5,1,1,0,0,15,38,0,0,0
1996,2,33895,8,7,0,5,0,1,1,0,0,45,38,0,0,0
1979,2,80430,4,4,3,12,0,1,0,0,0,40,38,2,0,0
1992,5,131588,5,6,0,3,1,2,0,0,0,20,38,0,0,0
1983,2,318046,5,6,1,6,4,1,1,0,0,48,38,0,1,0
1997,2,279872,5,6,3,12,0,1,1,0,0,40,38,1,0,0
1992,2,161075,4,4,0,9,1,1,1,0,0,40,38,0,0,0
1996,2,108574,5,6,1,4,3,1,0,0,0,15,38,1,0,0
1995,2,88432,7,5,1,9,4,1,1,0,0,50,38,3,0,0
1989,2,296738,3,3,4,9,0,1,0,6849,0,60,38,2,0,0
1983,2,194636,7,5,1,7,4,1,1,0,0,40,38,2,0,0
1981,2,240504,4,4,1,8,4,1,1,0,0,40,38,0,0,0
2005,2,250818,5,6,0,4,0,1,1,0,0,40,38,0,0,0
1952,5,94242,5,6,2,3,0,1,0,0,0,16,38,0,0,0
1998,5,197156,4,4,3,4,5,1,0,0,0,30,38,0,0,0
1988,3,20333,4,4,1,5,3,1,0,7688,0,40,38,0,1,0
2003,2,363192,7,5,0,12,5,1,0,0,0,40,38,0,0,0
1978,4,192779,11,9,1,2,4,1,1,15024,0,60,38,0,1,0
1984,2,247880,8,7,1,3,4,1,1,0,0,40,38,2,1,0
1988,2,188834,4,4,1,9,4,1,1,0,0,40,38,3,0,0
1986,5,169104,8,7,1,11,4,3,1,0,0,40,28,3,1,0
1981,5,230961,4,4,1,9,4,1,1,0,0,40,38,0,0,0
1991,2,168981,1,1,0,5,5,1,0,0,0,24,38,0,0,0
1991,3,80933,4,4,1,6,4,1,1,0,0,60,38,3,0,0
1992,2,130304,4,4,1,2,4,1,1,0,1485,48,38,2,0,0
1995,5,95393,4,4,0,12,5,1,1,0,0,20,38,0,0,0
1973,5,35211,9,8,1,2,4,4,1,0,0,40,38,3,0,0
1955,3,240562,11,9,1,2,4,1,1,99999,0,40,38,1,1,0
1965,2,179594,4,4,1,5,4,1,1,0,0,40,38,2,0,0
2001,2,203924,8,7,0,2,0,1,1,0,0,50,38,0,0,0
1991,2,111985,5,6,1,9,4,1,1,0,0,58,38,0,0,0
1979,3,192203,5,6,1,9,4,1,1,0,1485,40,38,0,1,0
1986,2,193372,5,6,0,1,5,1,0,0,0,40,38,0,0,0
1997,2,106935,5,6,4,5,0,1,1,0,0,40,38,1,0,0
1998,2,77698,5,6,1,2,3,3,0,0,0,40,38,0,0,0
1985,2,198654,11,9,1,2,4,3,1,0,2415,67,17,2,1,0
1957,4,171564,4,4,1,2,3,1,0,20051,0,30,8,1,1,0
1989,5,35626,5,6,3,4,1,1,0,0,0,15,38,0,0,0
1982,2,376072,4,4,1,6,4,1,1,0,0,30,38,0,0,0
1961,2,106023,4,4,1,9,4,1,1,0,0,40,38,2,1,0
1996,5,167536,6,5,2,2,1,1,1,0,0,40,38,2,0,0
1988,3,118429,4,4,1,1,4,1,1,0,0,50,38,0,0,0
1995,5,199450,5,6,3,4,1,2,1,0,0,40,38,3,0,0
1962,4,134768,9,8,1,5,4,1,1,0,0,35,38,2,0,0
1990,2,347166,10,10,0,2,0,1,1,0,0,50,38,0,1,0
1950,2,161387,4,4,3,8,0,1,0,0,0,16,38,0,0,0
1984,2,88909,8,7,1,1,4,1,1,15024,0,50,38,3,1,0
2000,5,275421,5,6,0,7,5,1,0,0,0,40,38,0,0,0
1968,5,61885,8,7,0,6,0,2,1,0,2001,65,38,0,0,0
1986,2,219137,4,4,1,4,3,1,0,0,0,22,38,1,0,0
1967,2,204751,5,6,1,9,4,1,1,0,0,40,38,1,1,0
2001,2,150683,5,6,0,1,5,1,1,0,0,40,38,0,0,0
1965,2,108496,5,6,3,9,0,1,1,2907,0,40,38,2,0,0
1981,2,96249,4,4,1,7,4,1,1,0,0,42,38,1,1,0
1965,5,23789,4,4,1,5,3,1,0,0,0,40,38,2,1,0
1981,2,265266,4,4,1,9,4,1,1,0,0,40,38,1,0,0
1983,2,294270,2,2,1,6,4,1,1,0,0,35,38,0,0,0
1977,2,184945,5,6,4,12,0,2,0,0,0,35,38,3,0,0
1993,2,211242,6,5,1,1,4,1,1,0,0,55,38,1,1,0
1998,2,112847,4,4,0,8,0,1,1,0,0,40,38,0,0,0
1989,2,63509,7,5,1,9,4,1,1,0,0,50,38,2,0,0
2001,5,55465,5,6,0,8,0,1,1,0,0,40,38,0,0,0
1995,2,53181,9,8,1,2,4,1,1,0,0,55,38,1,1,0
1991,2,216145,4,4,1,9,4,1,1,0,0,40,38,0,0,0
1959,2,225580,4,4,3,5,0,1,0,0,0,20,38,0,0,0
1988,2,321733,8,7,3,1,0,1,1,0,1741,40,38,1,0,0
2003,2,79728,5,6,0,1,5,1,0,0,0,40,38,0,0,0
1975,2,169711,7,5,1,2,4,1,1,0,0,40,10,3,1,0
1964,5,202473,7,5,1,12,4,1,1,0,0,40,38,2,0,0
1977,2,102771,2,2,1,8,4,1,1,0,0,40,30,0,0,0
1989,3,241998,8,7,1,9,4,1,1,0,0,45,38,2,0,0
2006,2,135924,5,6,0,4,5,1,1,0,0,40,38,0,0,0
1984,4,344060,11,9,1,2,4,1,1,0,0,50,38,2,1,0
1961,4,179981,4,4,1,2,4,1,1,0,0,4,38,0,0,0
1978,3,43348,11,9,1,1,4,1,1,15024,0,55,38,2,1,0
1965,2,174040,5,6,3,2,1,1,1,0,0,40,38,3,0,0
1994,2,237903,5,6,0,8,1,1,0,0,0,40,38,0,0,0
1983,2,222596,8,7,1,5,4,1,1,15024,0,45,38,0,1,0
1961,3,298249,8,7,1,5,4,1,1,10605,0,40,38,3,1,0
1978,3,119944,9,8,1,1,4,1,1,0,0,50,38,1,1,0
1981,2,207685,4,4,1,7,4,1,1,0,0,40,38,1,0,0
1990,2,209317,4,4,1,6,4,1,1,0,0,40,31,2,0,0
1994,2,163003,8,7,0,1,5,3,0,0,0,52,34,0,0,0
1983,2,188615,5,6,1,9,4,1,1,0,0,40,38,1,1,0
1980,5,144778,8,7,1,2,4,1,1,0,0,40,38,3,1,0
1963,2,175999,4,4,1,7,4,1,1,0,0,40,38,1,0,0
2002,5,39236,5,6,0,2,5,1,0,594,0,25,38,0,0,0
1962,2,118696,4,4,1,9,4,1,1,0,0,40,38,0,0,0
1984,2,163434,4,4,0,9,0,1,1,0,0,50,38,0,0,0
1982,2,349884,3,3,1,9,4,1,1,0,0,35,38,3,0,0
1991,2,182246,4,4,0,2,0,1,1,0,0,40,38,0,0,0
1948,2,199949,2,2,1,11,4,1,1,0,0,13,38,3,0,0
1992,5,304212,4,4,0,1,0,1,1,0,0,50,38,0,0,0
2002,5,123727,5,6,0,2,0,1,0,0,0,21,38,0,0,0
1985,3,251323,2,2,1,10,2,1,1,0,0,40,4,1,0,0
1939,2,98611,8,7,1,1,4,1,1,0,0,3,29,0,0,0
1991,2,154120,4,4,3,8,5,1,1,0,0,45,38,3,0,0
1992,2,256371,3,3,0,8,5,2,0,0,0,40,38,0,0,0
1999,5,112835,9,8,0,11,0,1,1,0,0,40,38,0,0,0
2004,2,333843,4,4,0,4,5,1,0,0,0,40,38,0,0,0
1982,2,175943,7,5,1,1,3,1,0,7298,0,35,38,0,1,0
1955,2,168139,4,4,1,5,3,1,0,0,0,40,38,1,0,0
1978,2,104632,4,4,1,7,4,3,1,0,0,40,0,2,1,0
1993,2,487742,5,6,4,5,1,1,0,0,0,40,38,1,0,0
1997,2,246974,7,5,1,5,4,1,1,0,0,40,38,0,0,0
1974,3,324506,4,4,2,1,1,3,0,0,0,48,33,1,0,0
1954,2,94692,8,7,1,5,4,1,1,0,0,70,38,1,1,0
1951,2,173047,8,7,1,2,4,1,1,0,0,15,38,3,0,0
1982,2,183241,9,8,1,2,3,1,0,0,0,45,38,1,1,0
1984,5,229364,9,8,3,2,0,1,0,0,0,45,38,0,0,0
1980,2,304530,5,6,3,9,0,1,1,0,0,55,38,0,0,0
1997,2,115831,5,6,1,12,4,1,1,0,0,40,38,0,0,0
1997,2,155382,5,6,0,12,0,1,0,0,0,25,38,0,0,0
1994,2,54929,4,4,1,5,4,1,1,0,0,55,38,2,0,0
1986,5,223004,5,6,3,11,0,1,1,0,0,75,38,2,0,0
1985,2,278187,4,4,1,7,4,1,1,0,0,40,38,2,0,0
1980,2,187629,6,5,0,9,0,1,1,0,0,25,38,0,0,0
1972,3,104501,5,6,1,3,4,1,1,0,0,60,38,0,1,0
1986,2,34378,4,4,1,5,4,1,1,0,0,55,38,1,0,0
1987,2,222450,3,3,1,12,2,1,1,0,0,40,7,2,0,0
1980,2,291568,4,4,1,10,4,5,1,0,0,40,38,1,0,0
1955,2,254834,8,7,1,10,4,1,1,10605,0,10,38,0,1,0
1999,2,267012,7,5,0,5,0,1,1,0,0,45,38,0,0,0
1999,2,252752,5,6,0,6,0,1,0,0,0,45,38,0,0,0
1978,5,247992,2,2,0,12,0,2,0,0,0,40,38,0,0,0
1983,5,336571,5,6,1,1,4,1,1,0,0,40,38,1,0,0
1971,3,34973,5,6,1,10,4,1,1,0,0,45,38,0,0,0
1986,2,125933,8,7,1,1,4,1,1,0,0,40,38,0,1,0
1986,2,125550,4,4,3,4,0,1,0,0,0,35,38,2,0,0
1978,2,188161,4,4,4,7,5,2,0,0,0,40,38,0,0,0
1978,2,459189,5,6,1,9,4,1,1,0,1902,50,38,1,1,0
1993,2,137814,5,6,3,5,5,1,0,0,0,30,38,3,0,0
2002,2,367655,5,6,0,5,5,1,1,0,0,40,38,0,0,0
1990,2,185041,4,4,0,2,0,1,0,0,1669,45,38,0,0,0
2007,2,127366,3,3,0,5,5,1,0,0,0,8,38,0,0,0
1978,2,150499,6,5,1,9,4,1,1,0,0,40,38,3,0,0
1969,5,175127,8,7,1,4,4,1,1,7688,0,38,38,0,1,0
1985,3,194004,4,4,1,5,4,1,1,0,0,70,38,3,0,0
1987,2,259284,4,4,0,6,0,2,1,0,0,50,38,0,0,0
1993,5,301526,5,6,1,12,2,1,1,0,0,40,38,1,0,0
1977,2,168262,8,7,0,4,5,1,1,0,0,40,38,0,0,0
1974,2,117295,3,3,1,9,4,1,1,0,0,40,38,0,0,0
1999,2,371987,8,7,0,1,0,1,0,0,0,40,38,0,0,0
1985,2,155961,4,4,3,4,1,2,0,0,0,38,38,0,0,0
2007,2,160758,3,3,0,5,2,1,1,0,0,30,38,0,0,0
2006,2,182643,5,6,0,8,5,1,1,0,0,9,38,0,0,0
1993,2,196788,4,4,1,4,3,1,0,0,0,40,38,2,0,0
1982,2,176063,7,5,1,1,4,1,1,15024,0,55,38,2,1,0
1996,2,138283,7,5,0,12,0,1,0,0,0,40,38,0,0,0
2001,5,430828,5,6,4,1,1,2,1,0,0,40,38,0,0,0
1966,3,130714,9,8,1,1,4,1,1,0,0,50,38,3,0,0
1991,2,35309,8,7,0,1,0,3,1,0,0,40,38,0,0,0
1984,5,73883,5,6,1,3,4,1,1,0,0,40,38,2,1,0
1982,2,296982,5,6,3,5,1,1,1,0,0,40,38,0,0,0
1972,5,246197,4,4,1,9,4,1,1,0,0,40,38,3,0,0
1969,2,143372,4,4,3,5,1,2,0,0,0,40,38,1,0,0
2005,2,235909,5,6,0,4,5,1,0,0,0,20,38,0,0,0
