Tahun Kelahiran,Kelas Pekerjaan,fnlwgt,Pendidikan,Jenjang Pendidikan,Status,Pekerjaan,Hubungan,Etnis,sex,pendapatan,pengeluaran,hours per week,Asal Negara,jumlah_anak,income,no_income
1982,0,154374,0,0,0,4,0,1,0,0,0,40,0,0.0,1,0
2006,0,188076,5,5,1,5,3,1,1,0,0,20,0,0.0,0,0
1981,0,154210,2,2,0,5,0,3,0,2829,0,60,24,3.0,0,0
1973,1,293196,3,3,0,1,0,1,0,0,0,40,0,0.0,1,0
1976,0,299291,2,2,0,2,0,1,0,0,0,44,0,2.0,0,0
1982,3,178780,1,1,0,0,0,1,0,0,0,50,0,3.0,1,0
1996,0,65389,2,2,1,5,1,4,0,0,0,30,0,0.0,0,0
1966,0,202652,2,2,3,7,1,1,1,0,0,37,0,0.0,0,0
1982,0,54202,0,0,1,4,1,1,0,10520,0,50,0,0.0,1,0
1985,0,156897,2,2,1,3,3,1,0,0,2258,42,0,0.0,1,0
2000,0,216867,5,5,1,5,5,1,0,0,0,30,4,0.0,0,0
1994,0,296462,1,1,1,1,1,2,0,0,0,30,0,0.0,0,0
1990,3,306982,0,0,0,4,0,3,0,0,0,60,28,1.0,0,0
2000,0,176580,8,7,1,2,1,1,0,0,0,40,4,2.0,0,0
1984,0,139193,2,2,1,3,1,1,0,0,0,40,0,1.0,0,0
1999,0,188119,2,2,1,2,1,1,1,0,0,40,0,0.0,0,0
1970,1,31533,1,1,0,7,0,1,0,7298,0,40,0,1.0,1,0
1977,0,170850,0,0,0,2,0,1,0,0,0,48,0,3.0,0,0
1989,0,98389,3,3,1,1,2,1,0,0,0,10,0,0.0,0,0
1979,0,205100,0,0,0,0,0,1,0,15024,0,60,0,3.0,1,0
1975,1,122177,3,3,0,6,0,1,0,0,0,40,0,1.0,1,0
1976,0,177211,5,5,0,6,0,1,0,0,0,40,0,3.0,0,0
1970,0,172962,2,2,0,4,0,1,0,0,0,40,0,1.0,0,0
1980,0,212888,0,0,1,0,2,1,1,0,0,45,0,3.0,0,0
1985,0,347434,6,6,0,2,0,1,0,0,0,43,4,1.0,0,0
1982,0,211517,5,5,0,6,0,1,0,0,0,40,0,3.0,0,0
1982,1,339671,0,0,1,1,1,1,1,8614,0,45,0,1.0,1,0
1972,0,89534,2,2,0,3,0,1,0,0,0,40,0,0.0,1,0
1963,0,213321,2,2,0,2,0,1,0,0,0,40,0,2.0,0,0
1987,0,172722,3,3,0,3,0,1,0,0,0,40,0,2.0,0,0
2003,0,149809,2,2,1,2,3,1,0,0,0,24,0,0.0,0,0
1950,0,104661,3,3,3,1,1,1,1,0,0,12,0,1.0,0,0
2000,0,1085515,2,2,1,5,1,1,1,0,0,30,0,0.0,0,0
1967,3,25124,2,2,0,5,0,1,0,0,0,60,0,0.0,0,0
1989,0,129573,2,2,0,2,0,1,0,0,0,65,0,2.0,0,0
1983,3,186909,1,1,0,4,4,1,1,0,1902,35,0,1.0,1,0
2006,0,280298,2,2,1,4,3,1,1,0,0,24,0,0.0,0,0
2002,0,60552,3,3,1,4,3,1,1,0,0,40,0,0.0,0,0
1988,0,355053,2,2,1,5,2,2,1,0,0,28,0,0.0,0,0
2001,0,119704,3,3,1,4,2,1,1,0,0,40,0,2.0,0,0
1962,0,185503,0,0,0,1,0,1,0,0,0,50,0,0.0,1,0
1990,0,46746,5,5,1,5,1,1,0,0,0,30,0,0.0,0,0
1967,0,548256,5,5,0,2,0,2,0,7688,0,40,0,1.0,1,0
1968,0,176118,2,2,0,3,0,1,0,3103,0,40,0,1.0,1,0
2006,0,78045,5,5,0,2,3,1,0,0,0,40,0,0.0,0,0
1966,0,293399,5,5,3,6,1,1,1,0,0,40,0,2.0,0,0
1984,0,362482,7,4,0,4,0,1,0,0,0,50,0,2.0,0,0
2005,0,263338,2,2,1,2,3,1,0,0,0,20,0,0.0,0,0
1975,0,104455,0,0,1,5,1,3,0,0,0,40,18,0.0,0,0
1986,0,167140,9,8,0,1,0,1,0,99999,0,70,0,0.0,1,0
1972,1,146565,4,4,1,5,1,1,1,4865,0,30,0,3.0,0,0
2002,0,229456,3,3,1,7,3,2,1,0,0,35,0,0.0,0,0
2006,0,130849,5,5,1,5,3,1,1,0,0,8,0,0.0,0,0
1981,1,28451,0,0,0,1,0,1,0,0,0,37,0,1.0,1,0
1985,1,32312,0,0,1,1,1,1,1,0,0,60,0,0.0,0,0
1995,0,102345,3,3,1,2,1,1,0,0,0,52,0,0.0,0,0
1994,0,381153,3,3,0,3,0,1,0,0,0,40,0,1.0,0,0
2000,0,259865,2,2,1,7,1,1,1,0,0,30,0,0.0,0,0
1987,0,109133,2,2,0,6,0,1,0,0,0,40,15,1.0,0,0
1999,0,61956,3,3,1,2,1,1,0,0,0,50,0,0.0,0,0
2003,0,109869,2,2,1,3,3,1,0,0,0,30,0,0.0,0,0
1993,0,473133,1,1,0,1,0,1,0,5178,0,40,0,2.0,1,0
2006,0,36162,5,5,1,3,3,1,0,0,0,5,0,0.0,0,0
1987,2,51264,7,4,0,4,0,1,0,0,0,40,0,2.0,1,0
1985,0,315291,2,2,1,7,2,2,1,0,0,40,0,0.0,0,0
2007,1,244856,5,5,1,1,3,1,1,0,0,40,0,0.0,0,0
1990,2,154120,2,2,1,2,3,1,0,0,0,55,0,0.0,0,0
1961,0,334741,2,2,0,1,0,1,0,0,0,20,0,2.0,0,0
1998,0,90915,4,4,1,5,3,2,1,0,0,15,0,0.0,0,0
1992,0,30499,0,0,1,1,2,1,1,0,0,32,0,1.0,0,0
1970,1,279881,7,4,0,2,0,2,0,0,0,40,0,3.0,0,0
1964,0,141221,0,0,0,1,0,3,0,0,2163,25,28,1.0,0,0
1983,0,231689,2,2,0,3,0,1,0,0,0,40,0,3.0,1,0
1987,0,295127,2,2,1,6,1,1,0,0,0,40,0,0.0,0,0
1997,0,175552,8,7,0,1,4,1,1,0,0,40,4,0.0,0,0
1982,0,236110,8,7,1,3,1,1,0,0,0,40,23,1.0,0,0
1987,0,125550,2,2,1,4,1,1,1,0,0,60,0,1.0,0,0
1972,0,168553,2,2,0,3,0,1,0,0,1977,40,0,0.0,1,0
1994,0,97521,0,0,0,4,0,1,0,0,0,50,0,0.0,1,0
1986,3,342635,0,0,0,1,0,1,0,0,0,70,0,0.0,0,0
1984,0,116218,3,3,1,7,2,1,1,0,0,45,0,0.0,0,0
2004,0,148940,2,2,1,2,3,1,0,0,0,40,0,0.0,0,0
1991,0,150570,0,0,0,1,0,1,0,3103,0,43,0,3.0,1,0
1994,0,80933,2,2,0,3,0,1,0,0,0,40,0,1.0,0,0
1980,1,404599,2,2,1,7,2,2,1,0,0,40,0,0.0,0,0
1986,0,220585,2,2,0,3,0,1,0,0,0,40,0,1.0,0,0
1974,0,99307,2,2,0,3,0,1,0,5013,0,45,0,0.0,0,0
1997,0,169815,0,0,1,4,3,1,0,0,0,40,0,0.0,0,0
1994,0,186346,0,0,1,0,1,1,1,0,0,50,0,0.0,0,0
1983,0,108681,3,3,0,7,4,1,1,0,0,40,0,0.0,0,0
1985,0,294919,2,2,2,2,3,1,0,0,0,60,0,0.0,0,0
1964,0,200235,7,4,1,1,2,1,1,0,0,40,0,0.0,0,0
2001,0,343553,5,5,1,1,1,2,0,0,0,40,0,0.0,0,0
1982,1,102343,9,8,0,1,0,3,0,0,0,72,26,3.0,1,0
1967,0,202903,6,6,0,1,4,1,1,1173,0,45,23,0.0,0,0
1977,0,119939,2,2,0,3,0,1,0,0,0,40,0,0.0,1,0
1975,0,57665,0,0,2,1,3,1,1,0,0,40,0,0.0,0,0
1984,0,104196,2,2,0,2,0,1,0,0,0,40,0,1.0,0,0
2001,0,117583,2,2,1,3,3,1,0,0,0,40,0,0.0,0,0
1973,0,360131,8,7,0,3,5,1,1,0,0,40,0,0.0,0,0
1996,0,298696,0,0,1,7,3,1,1,0,0,40,0,0.0,0,0
1973,0,203953,2,2,0,1,0,1,0,0,0,40,0,2.0,1,0
1997,0,157624,2,2,4,1,5,1,1,0,0,40,0,2.0,0,0
2000,2,189148,3,3,1,2,3,1,0,0,0,40,0,0.0,0,0
1994,0,169583,2,2,1,4,3,1,1,0,0,35,0,0.0,0,0
1969,0,189664,2,2,0,1,0,1,0,0,0,40,0,0.0,1,0
1980,0,427952,0,0,0,1,0,1,0,0,0,40,0,3.0,0,0
1988,3,205607,0,0,1,1,1,2,1,0,0,40,0,1.0,1,0
2003,0,203914,3,3,1,5,3,1,1,0,0,10,0,0.0,0,0
1973,0,386773,0,0,1,4,1,1,0,0,0,55,0,0.0,1,0
1983,2,145441,1,1,0,0,0,1,0,0,0,50,0,1.0,1,0
1955,0,228921,0,0,3,1,1,1,0,0,2282,40,0,3.0,1,0
1983,0,289886,8,7,0,5,0,5,0,0,1579,40,35,0.0,0,0
1964,0,139391,3,3,1,6,1,1,0,0,0,50,0,0.0,1,0
1995,1,267989,0,0,0,1,0,1,0,0,0,50,0,3.0,1,0
1976,0,154033,2,2,1,4,1,1,1,0,0,52,0,3.0,0,0
2004,0,24008,3,3,1,2,1,1,0,0,0,24,0,0.0,0,0
1963,3,201965,2,2,0,0,0,1,0,0,0,40,0,0.0,0,0
1985,0,189623,0,0,1,4,2,1,0,0,0,60,0,1.0,0,0
1991,1,83671,0,0,1,1,1,2,1,0,0,50,0,0.0,0,0
1981,0,233851,0,0,1,7,1,1,1,0,0,40,0,2.0,0,0
1980,0,104440,0,0,0,0,0,1,0,0,0,40,0,0.0,1,0
1983,1,81054,3,3,1,0,2,1,1,0,0,25,0,2.0,0,0
1987,1,270278,2,2,1,7,2,1,1,0,0,12,23,0.0,0,0
1966,0,194733,4,4,0,3,0,1,0,0,0,40,0,3.0,1,0
1973,0,162944,2,2,0,3,0,1,0,0,0,40,0,1.0,0,0
1980,1,136546,10,9,0,1,0,1,0,0,1902,40,0,2.0,1,0
1982,0,185764,3,3,0,6,0,1,0,0,0,60,0,0.0,0,0
1998,0,291968,2,2,0,2,0,1,0,0,0,44,0,1.0,0,0
1992,0,169240,2,2,1,6,1,1,1,0,0,38,0,3.0,0,0
1991,0,192002,1,1,0,0,0,1,0,7298,0,60,27,1.0,1,0
1994,0,207564,3,3,0,7,4,1,1,0,0,40,0,0.0,0,0
1958,0,151793,6,6,3,5,1,2,1,0,0,10,0,2.0,0,0
2001,0,218215,4,4,1,5,3,1,1,0,0,35,0,0.0,0,0
1993,0,137444,2,2,0,6,0,1,0,0,0,40,0,3.0,1,0
1969,0,35551,2,2,1,3,1,1,0,0,0,40,0,1.0,0,0
1989,0,297574,4,4,0,0,0,1,0,0,0,99,0,0.0,1,0
1999,0,161235,7,4,1,1,3,1,0,0,0,90,0,0.0,0,0
1990,0,169605,5,5,1,5,2,1,1,0,0,36,0,3.0,0,0
1993,0,193650,5,5,1,5,1,1,1,0,0,40,0,1.0,0,0
1990,3,120672,6,6,1,2,2,2,0,0,0,10,0,0.0,0,0
2002,0,138513,3,3,1,3,3,1,0,0,0,40,0,0.0,0,0
1983,0,194360,2,2,0,3,0,1,0,0,1887,40,0,3.0,1,0
1991,3,125279,3,3,0,4,0,1,0,0,0,60,0,3.0,0,0
1993,0,114937,4,4,0,7,0,1,0,0,0,40,0,2.0,1,0
1996,3,115945,3,3,1,1,2,1,0,0,0,40,0,0.0,0,0
1987,1,328301,0,0,1,1,1,1,1,0,0,36,0,3.0,0,0
1948,0,42209,6,6,3,1,1,1,0,0,0,25,0,3.0,0,0
1991,0,229732,0,0,1,4,1,1,0,0,0,45,0,0.0,1,0
1950,0,91488,8,7,0,2,0,2,0,0,0,20,0,2.0,0,0
1966,1,175873,3,3,0,7,0,1,0,0,0,40,0,1.0,1,0
1993,0,184306,7,4,1,2,3,1,0,0,1980,60,0,0.0,0,0
2003,0,171156,3,3,1,1,1,1,1,0,0,35,0,0.0,0,0
2006,0,343059,3,3,1,4,3,1,1,0,0,40,0,0.0,0,0
1993,0,261943,3,3,0,0,0,1,0,0,0,40,0,1.0,0,0
1983,1,33068,1,1,1,1,1,1,0,0,1974,40,0,1.0,0,0
2002,0,138768,2,2,1,7,3,1,0,0,0,40,0,0.0,0,0
1987,0,89559,2,2,1,7,2,1,1,0,0,40,0,0.0,0,0
1998,0,214069,2,2,1,2,1,1,0,0,0,40,0,0.0,0,0
1985,0,53447,2,2,1,2,1,1,1,0,0,40,0,1.0,0,0
1976,0,248059,0,0,0,0,0,1,0,5013,0,45,0,2.0,0,0
1995,1,271012,5,5,1,5,3,2,1,0,0,40,0,0.0,0,0
1992,0,106742,2,2,0,2,0,1,0,0,0,40,0,3.0,0,0
1969,0,174662,2,2,0,2,0,1,0,0,0,32,0,0.0,0,0
1966,1,194068,1,1,0,1,0,1,0,0,1977,50,0,2.0,1,0
1997,0,132326,3,3,0,3,0,1,0,0,0,40,0,0.0,0,0
1967,0,199114,5,5,1,1,1,1,0,0,0,30,0,1.0,0,0
1959,0,293385,11,10,0,1,0,2,0,0,0,30,0,0.0,0,0
1976,0,173938,2,2,0,0,0,1,0,0,0,60,0,2.0,0,0
1997,3,208406,0,0,0,0,0,1,0,0,0,60,0,0.0,1,0
1948,0,70697,6,6,3,5,1,1,1,0,0,25,0,0.0,0,0
1990,0,337587,3,3,0,1,0,1,0,0,0,50,0,2.0,1,0
1995,0,262208,3,3,1,5,1,2,1,0,0,30,21,0.0,0,0
1995,0,177119,7,4,1,2,1,1,1,2174,0,45,0,2.0,0,0
2005,1,234151,2,2,1,7,2,2,1,0,0,40,0,0.0,0,0
1953,0,137499,2,2,3,4,5,1,1,0,0,16,0,2.0,0,0
2003,0,251603,2,2,1,7,1,1,1,0,0,40,0,0.0,0,0
1978,1,29696,2,2,0,2,0,1,0,0,0,40,0,3.0,0,0
1999,0,169124,0,0,1,7,3,1,0,0,0,40,0,0.0,0,0
1997,0,19395,3,3,0,2,4,1,1,0,0,35,0,2.0,0,0
1983,0,131591,2,2,0,7,0,2,0,0,0,45,0,3.0,0,0
2005,0,35507,3,3,1,1,3,1,1,0,0,45,0,0.0,0,0
1959,3,118474,5,5,0,0,0,1,0,9386,0,59,0,3.0,1,0
1952,1,144515,10,9,0,0,0,1,0,0,1258,40,0,2.0,0,0
1981,0,212894,0,0,0,0,0,1,0,15024,0,50,0,1.0,1,0
1997,0,56870,2,2,0,6,0,1,0,0,0,40,0,2.0,0,0
1997,0,183523,0,0,1,1,1,1,0,0,0,45,0,0.0,0,0
1990,0,225548,0,0,0,2,0,2,0,0,0,30,0,0.0,0,0
1996,0,190303,4,4,1,1,5,1,0,0,0,40,0,0.0,0,0
1998,0,139992,0,0,1,1,1,1,1,0,0,40,0,0.0,0,0
1977,2,239321,0,0,0,4,0,1,0,0,0,40,0,2.0,1,0
1972,0,259363,2,2,0,3,0,1,0,0,0,50,0,0.0,1,0
2003,0,195199,2,2,1,1,3,1,1,0,0,30,0,0.0,0,0
1993,0,36069,2,2,1,3,1,1,0,0,0,35,0,0.0,0,0
1959,0,101104,2,2,0,4,0,1,0,9386,0,10,0,3.0,1,0
1996,0,221317,3,3,0,2,0,1,0,0,0,40,4,2.0,0,0
2004,0,114969,2,2,1,1,3,1,0,0,0,40,0,0.0,0,0
1987,0,151764,3,3,0,0,0,1,0,0,0,50,0,2.0,0,0
1985,0,136081,2,2,0,6,0,1,0,0,2051,40,0,3.0,0,0
1995,0,535978,3,3,0,3,0,1,0,0,0,45,0,0.0,0,0
2002,0,139324,6,6,1,1,2,2,1,0,0,36,0,0.0,0,0
1968,3,403072,3,3,0,3,0,1,0,0,0,50,0,0.0,1,0
2003,0,202373,3,3,1,4,3,2,0,0,0,25,0,0.0,0,0
1993,3,186420,1,1,1,2,1,1,1,0,0,25,0,2.0,0,0
1999,0,210794,0,0,1,1,3,1,1,0,0,40,0,0.0,0,0
1966,0,182123,2,2,0,6,0,1,0,0,0,44,0,3.0,0,0
1999,0,117827,3,3,0,7,0,1,0,0,0,40,0,0.0,0,0
2004,0,82777,2,2,0,4,3,1,0,0,0,40,0,0.0,0,0
1993,1,50649,1,1,1,1,1,1,1,0,0,50,0,0.0,0,0
1986,0,377486,2,2,1,3,1,1,0,0,0,36,0,0.0,0,0
1984,0,97688,3,3,0,2,0,1,0,0,0,48,0,0.0,1,0
1980,0,323627,0,0,1,0,1,1,1,0,0,5,0,0.0,0,0
1969,0,129762,2,2,1,7,2,1,1,0,0,40,0,0.0,0,0
1993,0,234500,0,0,0,7,4,1,1,0,0,40,0,0.0,0,0
1976,0,208748,8,7,1,6,2,5,1,0,0,40,11,3.0,0,0
2002,0,164922,2,2,0,5,0,1,0,0,0,40,0,1.0,0,0
1987,0,147638,0,0,1,5,2,3,1,0,0,36,18,3.0,0,0
2005,0,231688,3,3,1,6,3,1,0,0,0,20,0,0.0,0,0
1988,0,356838,10,9,0,1,0,1,0,0,0,50,27,3.0,0,0
1990,0,118710,7,4,0,5,0,1,0,0,0,40,0,1.0,1,0
1986,0,682947,0,0,1,0,1,1,0,0,0,55,0,0.0,1,0
1979,0,172822,2,2,0,6,0,1,0,0,0,52,0,2.0,1,0
1978,1,230979,0,0,1,1,1,1,1,4787,0,25,0,2.0,1,0
1986,2,312232,3,3,0,4,0,1,0,0,0,50,0,0.0,1,0
1997,0,184078,7,4,1,7,2,1,1,0,0,40,0,0.0,0,0
2005,0,183258,3,3,1,7,3,1,0,0,0,40,0,0.0,0,0
1973,1,101119,2,2,0,2,0,1,0,0,0,70,0,3.0,0,0
1999,0,335005,3,3,0,2,0,1,0,3137,0,40,0,0.0,0,0
1988,1,168894,7,4,0,2,3,1,1,0,0,40,2,0.0,0,0
1989,1,483530,3,3,1,2,2,1,1,0,0,40,0,3.0,0,0
1983,0,277390,0,0,0,1,4,1,1,0,0,30,0,2.0,1,0
1996,0,96020,0,0,0,0,4,1,1,0,0,50,0,2.0,1,0
1952,0,497280,6,6,1,5,2,2,1,0,0,20,0,2.0,0,0
1999,3,245369,2,2,4,3,3,1,0,0,0,35,0,0.0,0,0
1984,0,89226,0,0,0,4,0,1,0,0,0,40,0,2.0,1,0
1999,0,209970,0,0,1,1,1,1,1,0,0,40,0,0.0,0,0
1992,1,171111,0,0,1,7,1,1,0,0,0,37,0,0.0,0,0
1988,3,408427,9,8,0,1,0,1,0,0,0,60,0,1.0,1,0
1964,3,176839,9,8,0,4,0,1,0,0,0,45,0,2.0,1,0
1983,0,138975,0,0,0,0,0,1,0,7688,0,45,0,2.0,1,0
1979,0,274689,5,5,0,3,0,1,0,0,0,60,0,2.0,0,0
2001,0,184271,0,0,1,1,1,1,1,0,0,36,0,0.0,0,0
1970,1,169785,1,1,1,1,2,1,1,0,0,38,0,2.0,0,0
2000,3,81145,3,3,1,5,1,1,1,0,0,75,0,0.0,0,0
1983,0,194636,0,0,0,0,0,1,0,0,0,60,0,0.0,1,0
2003,0,191444,5,5,1,2,2,1,0,0,0,40,0,0.0,0,0
1990,0,111746,2,2,1,3,1,1,0,0,0,45,15,2.0,0,0
1981,0,64631,2,2,0,3,0,1,0,0,0,40,0,1.0,0,0
1992,1,296466,1,1,1,1,1,1,0,0,0,60,0,0.0,0,0
1963,1,379885,10,9,0,1,0,1,0,0,1902,40,0,0.0,1,0
1988,0,215503,2,2,1,3,1,1,0,0,0,65,0,0.0,0,0
1962,0,302142,2,2,0,1,0,1,0,2961,0,30,0,2.0,0,0
1987,1,74163,0,0,1,1,1,1,1,0,0,40,0,0.0,0,0
1995,0,128604,2,2,0,3,0,3,0,0,0,40,0,3.0,0,0
1984,1,91949,10,9,1,1,1,2,1,0,0,40,0,0.0,0,0
1977,0,251508,2,2,1,2,1,1,1,0,0,36,0,3.0,0,0
1965,1,296253,1,1,1,1,2,1,1,8614,0,60,0,0.0,1,0
1966,1,400285,2,2,0,7,0,2,0,0,0,40,0,1.0,1,0
1984,0,252392,8,7,0,5,0,1,0,0,0,40,4,2.0,0,0
1991,0,152875,0,0,0,1,4,3,1,0,0,40,24,0.0,0,0
1984,0,198270,3,3,1,5,1,1,1,0,0,40,0,1.0,0,0
1985,0,126675,1,1,0,4,0,1,0,0,0,50,0,3.0,1,0
1986,0,239397,6,6,0,3,0,1,0,0,0,36,4,0.0,0,0
1990,0,144798,3,3,1,7,1,1,1,0,0,40,0,0.0,0,0
1983,0,124956,0,0,1,1,1,2,1,99999,0,60,0,1.0,1,0
1980,0,203897,0,0,1,7,1,1,1,0,0,40,17,0.0,0,0
1999,0,28008,4,4,1,7,2,1,1,0,0,40,0,2.0,0,0
1986,0,119741,1,1,0,3,0,2,0,0,0,40,0,0.0,1,0
1984,0,201764,2,2,1,3,1,1,0,0,0,40,0,0.0,0,0
1985,0,230329,2,2,0,3,0,1,0,0,0,35,0,2.0,0,0
1963,0,178312,4,4,0,0,0,1,0,0,0,42,0,3.0,0,0
1985,0,211154,0,0,0,2,0,1,0,0,0,50,0,3.0,0,0
1974,0,228057,2,2,0,2,0,1,0,0,0,40,0,2.0,0,0
2001,0,283806,6,6,1,1,1,1,1,0,0,35,0,0.0,0,0
1956,1,493363,0,0,0,0,0,1,0,0,0,20,0,3.0,0,0
1960,3,65991,2,2,0,2,0,1,0,7298,0,45,0,0.0,1,0
1980,0,167005,0,0,0,0,0,1,0,7688,0,60,0,1.0,1,0
1951,0,333676,2,2,0,2,0,1,0,0,0,50,0,0.0,0,0
1995,0,133136,5,5,0,2,0,1,0,0,0,40,0,0.0,1,0
1993,0,197689,2,2,1,5,1,2,1,0,0,38,0,0.0,0,0
1991,0,155343,2,2,0,4,0,1,0,3103,0,40,0,2.0,1,0
1988,0,132879,8,7,0,2,0,1,0,0,0,40,32,2.0,0,0
1979,0,154430,0,0,3,1,1,1,1,10520,0,50,0,2.0,1,0
1965,1,132717,5,5,0,2,0,1,0,0,0,40,0,2.0,0,0
1990,3,313729,0,0,0,4,0,1,0,0,0,60,0,2.0,1,0
1965,0,193568,2,2,2,6,3,1,1,0,0,40,0,0.0,0,0
1967,0,200316,3,3,0,3,0,1,0,0,0,40,0,1.0,1,0
2000,0,162593,0,0,1,7,1,3,1,0,0,40,0,0.0,0,0
1999,0,240676,3,3,2,2,3,1,1,0,0,40,0,0.0,0,0
1991,0,141841,2,2,1,5,3,2,0,0,0,36,0,0.0,0,0
1996,0,301654,0,0,1,1,1,1,1,0,0,40,0,0.0,0,0
1999,0,404616,1,1,1,2,1,1,0,0,0,99,0,3.0,1,0
1959,0,255386,2,2,1,3,5,3,0,0,0,40,14,0.0,0,0
1986,3,185325,2,2,0,2,0,1,0,0,0,40,0,0.0,1,0
1991,3,116539,2,2,0,3,0,1,0,0,0,40,0,3.0,0,0
2003,0,153718,3,3,1,5,1,3,1,0,0,25,0,0.0,0,0
2000,0,170070,2,2,1,6,3,1,1,0,0,25,0,0.0,0,0
1968,0,174040,2,2,1,5,1,1,0,0,0,40,0,0.0,0,0
1969,0,101338,5,5,0,3,0,1,0,0,0,40,0,3.0,0,0
1977,0,201127,3,3,0,2,0,1,0,0,0,50,0,0.0,0,0
1990,2,157466,2,2,0,7,0,1,0,0,0,45,0,0.0,0,0
1976,0,149210,0,0,1,4,1,2,0,0,0,40,0,2.0,1,0
1981,0,112181,7,4,0,2,4,1,1,0,1902,32,0,2.0,1,0
1996,0,119287,0,0,0,0,4,1,1,15024,0,28,0,0.0,1,0
1997,1,176727,0,0,1,1,1,1,0,0,0,40,0,0.0,0,0
1983,0,188307,2,2,1,3,2,1,1,0,0,40,0,3.0,0,0
1996,0,230743,4,4,1,7,1,1,1,0,0,40,0,0.0,0,0
1982,0,112956,2,2,1,2,3,1,0,0,0,40,0,0.0,0,0
1996,0,435842,0,0,0,0,0,1,0,0,0,40,0,0.0,0,0
1996,0,299422,6,6,0,2,0,1,0,0,0,40,4,0.0,0,0
1993,1,192565,1,1,0,1,0,1,0,0,0,90,0,1.0,1,0
1979,0,339506,2,2,1,4,1,2,0,0,0,40,0,0.0,0,0
1974,0,281504,3,3,0,1,0,1,0,0,0,40,0,3.0,0,0
1977,3,274800,0,0,0,1,0,1,0,0,0,60,0,3.0,0,0
2003,0,34506,2,2,4,5,3,1,1,0,0,35,0,0.0,0,0
1995,2,138597,4,4,1,1,5,2,1,0,0,40,0,0.0,0,0
1997,0,161087,2,2,0,1,4,2,1,0,0,40,0,2.0,0,0
1988,0,220585,4,4,0,0,0,1,0,0,0,50,0,0.0,1,0
1981,1,254817,3,3,1,5,1,1,1,0,0,40,0,0.0,0,0
1975,0,105444,5,5,0,6,0,1,0,0,0,39,0,0.0,0,0
1991,0,206512,3,3,1,1,1,1,0,0,0,40,0,3.0,0,0
1989,0,246449,2,2,1,5,1,1,0,3325,0,50,0,0.0,0,0
1978,0,228620,5,5,1,1,2,2,1,0,0,40,0,1.0,0,0
1981,2,135342,3,3,0,0,0,1,0,0,0,50,0,3.0,1,0
1989,0,107160,5,5,1,5,1,1,1,0,0,30,0,0.0,0,0
1980,1,58124,0,0,1,1,2,1,0,0,0,45,0,3.0,0,0
1966,3,450544,0,0,0,0,0,1,0,0,0,40,0,1.0,1,0
1970,0,291755,0,0,0,0,0,1,0,0,0,45,0,2.0,1,0
1989,0,172571,0,0,0,1,0,1,0,0,0,50,0,2.0,0,0
2004,0,291979,2,2,0,4,5,1,0,0,0,20,0,0.0,0,0
1954,3,143833,3,3,0,0,0,1,0,0,2246,40,0,1.0,1,0
1979,0,187901,2,2,1,2,1,1,0,0,2258,44,0,1.0,1,0
1971,1,188772,2,2,3,5,1,1,1,0,0,30,0,3.0,0,0
1995,0,107812,3,3,1,1,1,1,0,0,0,15,0,0.0,0,0
1997,0,302406,3,3,0,4,0,1,0,0,0,40,0,2.0,1,0
2001,0,277328,3,3,1,2,3,1,0,0,0,32,17,0.0,0,0
2003,1,164922,3,3,1,2,3,1,0,0,0,40,0,0.0,0,0
1956,0,191288,6,6,3,1,1,1,1,0,0,15,0,1.0,0,0
1982,1,255847,2,2,0,2,0,1,0,0,0,40,0,3.0,0,0
1993,0,317761,0,0,1,1,1,1,0,0,0,40,0,0.0,0,0
1977,0,111563,7,4,1,1,1,1,0,0,0,40,0,2.0,0,0
1986,2,196373,2,2,0,0,0,1,0,0,0,40,0,1.0,1,0
2006,1,201686,5,5,1,6,3,1,0,0,0,4,0,0.0,0,0
1999,0,509866,2,2,1,2,1,1,0,0,0,78,0,0.0,0,0
1992,0,50178,3,3,1,4,3,1,0,0,0,35,0,0.0,0,0
1987,0,243425,2,2,2,5,5,1,1,0,0,50,22,1.0,0,0
1990,0,193285,2,2,0,2,0,1,0,0,0,40,0,0.0,0,0
2006,0,212370,2,2,0,3,0,1,0,0,0,25,0,1.0,0,0
1983,0,183105,2,2,1,6,2,1,1,0,0,44,17,0.0,0,0
1988,0,416745,0,0,0,1,0,1,0,0,0,40,0,2.0,0,0
1989,3,112497,2,2,0,3,5,1,0,0,0,35,36,2.0,0,0
1973,0,123429,4,4,1,2,1,1,0,0,0,30,0,3.0,0,0
2003,0,159567,2,2,1,6,1,1,0,0,0,50,0,0.0,0,0
1986,0,184655,2,2,0,3,0,1,0,0,1740,48,0,0.0,0,0
1980,3,158555,3,3,0,0,0,1,0,0,0,50,0,3.0,1,0
1992,0,157747,3,3,0,2,0,1,0,0,0,45,0,2.0,0,0
1984,0,116632,2,2,1,4,1,1,0,0,0,60,0,1.0,1,0
1976,0,168216,3,3,0,4,0,1,0,0,0,40,0,2.0,1,0
1974,0,77905,0,0,1,7,1,1,1,0,0,8,0,0.0,0,0
1992,0,209184,0,0,0,4,0,5,0,0,0,40,23,1.0,0,0
1952,0,118902,10,9,0,1,0,1,0,0,2392,6,0,3.0,1,0
1974,3,163948,2,2,0,2,0,1,0,0,0,40,0,0.0,1,0
1995,0,52199,2,2,1,2,1,1,0,0,0,40,0,0.0,0,0
1998,0,144483,7,4,2,4,3,1,1,594,0,35,0,0.0,0,0
